,Driver,Name,URL,Year,Race_Result,DNG_Reason
792,Mikko Hirvonen,Neste Oil Rally Finland,/entryinfo/2368-neste-oil-rally-finland-2011/119195/,2011,4,Null
814,Mikko Hirvonen,Acropolis Rally,/entryinfo/2367-acropolis-rally-2011/115444/,2011,3,Null
832,Mikko Hirvonen,Rally Argentina,/entryinfo/2366-rally-argentina-2011/113183/,2011,2,Null
851,Mikko Hirvonen,Rally d'Italia Sardegna,/entryinfo/2365-rally-ditalia-sardegna-2011/110747/,2011,2,Null
869,Mikko Hirvonen,Jordan Rally WRC,/entryinfo/2364-jordan-rally-wrc-2011/109260/,2011,4,Null
883,Mikko Hirvonen,Vodafone Rally de Portugal,/entryinfo/2326-vodafone-rally-de-portugal-2011/106538/,2011,4,Null
900,Mikko Hirvonen,Rally Guanajuato Mexico,/entryinfo/2225-rally-guanajuato-mexico-2011/101516/,2011,2,Null
922,Mikko Hirvonen,Rally Sweden,/entryinfo/2224-rally-sweden-2011/99869/,2011,1,Null
944,Mikko Hirvonen,Wales Rally GB,/entryinfo/585-wales-rally-gb-2010/85071/,2010,4,Null
964,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/584-rallyracc-catalunya-costa-daurada-2010/82453/,2010,5,Null
980,Mikko Hirvonen,Rallye de France - Alsace,/entryinfo/583-rallye-de-france-alsace-2010/81520/,2010,5,Null
999,Mikko Hirvonen,Rally Japan,/entryinfo/582-rally-japan-2010/78446/,2010,6,Null
1025,Mikko Hirvonen,ADAC Rallye Deutschland,/entryinfo/581-adac-rallye-deutschland-2010/76341/,2010,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Transmission                            </div>"
1041,Mikko Hirvonen,Neste Oil Rally Finland,/entryinfo/580-neste-oil-rally-finland-2010/71758/,2010,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
1044,Mikko Hirvonen,Rally Bulgaria,/entryinfo/579-rally-bulgaria-2010/64353/,2010,5,Null
1057,Mikko Hirvonen,Vodafone Rally de Portugal,/entryinfo/578-vodafone-rally-de-portugal-2010/60046/,2010,4,Null
1075,Mikko Hirvonen,Rally  New Zealand,/entryinfo/577-rally-new-zealand-2010/58645/,2010,4,Null
1096,Mikko Hirvonen,Rally of Turkey,/entryinfo/576-rally-of-turkey-2010/56544/,2010,3,Null
1117,Mikko Hirvonen,Jordan Rally WRC,/entryinfo/575-jordan-rally-wrc-2010/54734/,2010,2,Null
1138,Mikko Hirvonen,Rally Mexico,/entryinfo/574-rally-mexico-2010/51145/,2010,4,Null
1159,Mikko Hirvonen,Rally Sweden,/entryinfo/573-rally-sweden-2010/47921/,2010,1,Null
1180,Mikko Hirvonen,Rally of Great Britain,/entryinfo/399-rally-of-great-britain-2009/37669/,2009,2,Null
1196,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/398-rallyracc-catalunya-costa-daurada-2009/37230/,2009,3,Null
1214,Mikko Hirvonen,Repco Rally Australia,/entryinfo/397-repco-rally-australia-2009/36334/,2009,1,Null
1247,Mikko Hirvonen,Neste Oil Rally Finland,/entryinfo/396-neste-oil-rally-finland-2009/35391/,2009,1,Null
1270,Mikko Hirvonen,Orlen Platinum Rally Poland - Rajd Polski,/entryinfo/395-orlen-platinum-rally-poland-rajd-polski-2009/33718/,2009,1,Null
1288,Mikko Hirvonen,Acropolis Rally of Greece,/entryinfo/394-acropolis-rally-of-greece-2009/32828/,2009,1,Null
1303,Mikko Hirvonen,Rally d'Italia Sardegna,/entryinfo/393-rally-ditalia-sardegna-2009/32498/,2009,2,Null
1320,Mikko Hirvonen,Rally Argentina,/entryinfo/392-rally-argentina-2009/32176/,2009,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
1335,Mikko Hirvonen,Vodafone Rally de Portugal,/entryinfo/391-vodafone-rally-de-portugal-2009/30952/,2009,2,Null
1353,Mikko Hirvonen,FxPro Cyprus Rally,/entryinfo/390-fxpro-cyprus-rally-2009/29760/,2009,2,Null
1367,Mikko Hirvonen,Rally Norway,/entryinfo/389-rally-norway-2009/28856/,2009,2,Null
1390,Mikko Hirvonen,Rally Ireland,/entryinfo/388-rally-ireland-2009/28102/,2009,3,Null
1407,Mikko Hirvonen,Wales Rally GB,/entryinfo/163-wales-rally-gb-2008/21694/,2008,8,Null
1424,Mikko Hirvonen,Pioneer Carrozzeria Rally Japan,/entryinfo/162-pioneer-carrozzeria-rally-japan-2008/21387/,2008,1,Null
1450,Mikko Hirvonen,Tour de Corse - Rallye de France,/entryinfo/161-tour-de-corse-rallye-de-france-2008/21192/,2008,2,Null
1466,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/160-rallyracc-catalunya-costa-daurada-2008/19484/,2008,3,Null
1484,Mikko Hirvonen,Repco Rally New Zealand,/entryinfo/159-repco-rally-new-zealand-2008/18528/,2008,3,Null
1502,Mikko Hirvonen,ADAC Rallye Deutschland,/entryinfo/158-adac-rallye-deutschland-2008/17476/,2008,4,Null
1521,Mikko Hirvonen,Neste Oil Rally Finland,/entryinfo/157-neste-oil-rally-finland-2008/17365/,2008,2,Null
1545,Mikko Hirvonen,Rally of Turkey,/entryinfo/156-rally-of-turkey-2008/16440/,2008,1,Null
1564,Mikko Hirvonen,BP Ultimate Acropolis Rally of Greece,/entryinfo/155-bp-ultimate-acropolis-rally-of-greece-2008/15652/,2008,3,Null
1584,Mikko Hirvonen,Rally d'Italia Sardegna,/entryinfo/154-rally-ditalia-sardegna-2008/14603/,2008,2,Null
1601,Mikko Hirvonen,Jordan Rally,/entryinfo/153-jordan-rally-2008/12463/,2008,1,Null
1623,Mikko Hirvonen,Rally Argentina,/entryinfo/152-rally-argentina-2008/12021/,2008,5,Null
1644,Mikko Hirvonen,Corona Rally Mexico,/entryinfo/151-corona-rally-mexico-2008/11387/,2008,4,Null
1663,Mikko Hirvonen,Uddeholm Swedish Rally,/entryinfo/150-uddeholm-swedish-rally-2008/11227/,2008,2,Null
1681,Mikko Hirvonen,Rallye Automobile Monte-Carlo,/entryinfo/149-rallye-automobile-monte-carlo-2008/10989/,2008,2,Null
1700,Mikko Hirvonen,Wales Rally GB,/entryinfo/32-wales-rally-gb-2007/9811/,2007,1,Null
1717,Mikko Hirvonen,Rally Ireland,/entryinfo/31-rally-ireland-2007/9695/,2007,4,Null
1737,Mikko Hirvonen,Rally Japan,/entryinfo/30-rally-japan-2007/8932/,2007,1,Null
1764,Mikko Hirvonen,Tour de Corse - Rallye de France,/entryinfo/29-tour-de-corse-rallye-de-france-2007/8403/,2007,1,Null
1779,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/28-rallyracc-catalunya-costa-daurada-2007/8092/,2007,4,Null
1797,Mikko Hirvonen,Rally New Zealand,/entryinfo/27-rally-new-zealand-2007/7941/,2007,3,Null
1815,Mikko Hirvonen,ADAC Rallye Deutschland,/entryinfo/26-adac-rallye-deutschland-2007/7640/,2007,3,Null
1834,Mikko Hirvonen,Neste Oil Rally Finland,/entryinfo/25-neste-oil-rally-finland-2007/7746/,2007,2,Null
1857,Mikko Hirvonen,BP Ultimate Acropolis Rally of Greece,/entryinfo/24-bp-ultimate-acropolis-rally-of-greece-2007/6649/,2007,4,Null
1878,Mikko Hirvonen,Rally d'Italia Sardegna,/entryinfo/23-rally-ditalia-sardegna-2007/5346/,2007,2,Null
1896,Mikko Hirvonen,Rally Argentina,/entryinfo/22-rally-argentina-2007/4324/,2007,3,Null
1912,Mikko Hirvonen,Vodafone Rally de Portugal,/entryinfo/21-vodafone-rally-de-portugal-2007/3669/,2007,5,Null
1930,Mikko Hirvonen,Corona Rally Mexico,/entryinfo/20-corona-rally-mexico-2007/3371/,2007,3,Null
1950,Mikko Hirvonen,Rally Norway,/entryinfo/19-rally-norway-2007/2674/,2007,1,Null
1968,Mikko Hirvonen,Uddeholm Swedish Rally,/entryinfo/18-uddeholm-swedish-rally-2007/1948/,2007,3,Null
1988,Mikko Hirvonen,Rallye Automobile Monte-Carlo,/entryinfo/17-rallye-automobile-monte-carlo-2007/1686/,2007,5,Null
2003,Mikko Hirvonen,Wales Rally GB,/entryinfo/16-wales-rally-gb-2006/53/,2006,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Rollcage damaged                            </div>"
2006,Mikko Hirvonen,Propecia Rally New Zealand,/entryinfo/15-propecia-rally-new-zealand-2006/5/,2006,2,Null
2023,Mikko Hirvonen,Telstra Rally Australia,/entryinfo/14-telstra-rally-australia-2006/536/,2006,1,Null
2049,Mikko Hirvonen,Rally of Turkey,/entryinfo/13-rally-of-turkey-2006/814/,2006,2,Null
2065,Mikko Hirvonen,Cyprus Rally,/entryinfo/12-cyprus-rally-2006/460/,2006,3,Null
2086,Mikko Hirvonen,Rally Japan,/entryinfo/11-rally-japan-2006/882/,2006,3,Null
2113,Mikko Hirvonen,Neste Rally Finland,/entryinfo/10-neste-rally-finland-2006/550/,2006,3,Null
2134,Mikko Hirvonen,OMV ADAC Rallye Deutschland,/entryinfo/9-omv-adac-rallye-deutschland-2006/657/,2006,9,Null
2153,Mikko Hirvonen,BP Ultimate Acropolis Rally of Greece,/entryinfo/8-bp-ultimate-acropolis-rally-of-greece-2006/1602/,2006,3,Null
2171,Mikko Hirvonen,Rally d'Italia Sardegna,/entryinfo/7-rally-ditalia-sardegna-2006/689/,2006,2,Null
2189,Mikko Hirvonen,Rally Argentina,/entryinfo/6-rally-argentina-2006/970/,2006,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
2199,Mikko Hirvonen,Tour de Corse - Rallye de France,/entryinfo/5-tour-de-corse-rallye-de-france-2006/370/,2006,4,Null
2211,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/4-rallyracc-catalunya-costa-daurada-2006/321/,2006,9,Null
2227,Mikko Hirvonen,Corona Rally Mexico,/entryinfo/3-corona-rally-mexico-2006/295/,2006,1,Null
2244,Mikko Hirvonen,Uddeholm Swedish Rally,/entryinfo/2-uddeholm-swedish-rally-2006/227/,2006,1,Null
2263,Mikko Hirvonen,Rallye Automobile Monte-Carlo,/entryinfo/1-rallye-automobile-monte-carlo-2006/172/,2006,7,Null
2279,Mikko Hirvonen,RallyRACC Catalunya - Costa Daurada,/entryinfo/47-rallyracc-catalunya-costa-daurada-2005/1555/,2005,3,Null
2294,Mikko Hirvonen,Rally Japan,/entryinfo/45-rally-japan-2005/2833/,2005,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
2300,Mikko Hirvonen,Neste Rally Finland,/entryinfo/42-neste-rally-finland-2005/1729/,2005,5,Null
2321,Mikko Hirvonen,Acropolis Rally of Greece,/entryinfo/40-acropolis-rally-of-greece-2005/2030/,2005,5,Null
2340,Mikko Hirvonen,Supermag Rally Italia Sardinia,/entryinfo/37-supermag-rally-italia-sardinia-2005/1316/,2005,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Retired                            </div>"
2351,Mikko Hirvonen,Uddeholm Swedish Rally,/entryinfo/34-uddeholm-swedish-rally-2005/1106/,2005,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Electrical                            </div>"
2368,Mikko Hirvonen,Telstra Rally Australia,/entryinfo/64-telstra-rally-australia-2004/2322/,2004,4,Null
2393,Mikko Hirvonen,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/63-rally-catalunya-costa-brava-rally-de-espana-2004/2201/,2004,8,Null
2412,Mikko Hirvonen,Tour de Corse - Rallye de France,/entryinfo/62-tour-de-corse-rallye-de-france-2004/2102/,2004,1,Null
2424,Mikko Hirvonen,Supermag Rally Italia Sardinia,/entryinfo/61-supermag-rally-italia-sardinia-2004/2254/,2004,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Gearbox                            </div>"
2427,Mikko Hirvonen,Wales Rally GB,/entryinfo/60-wales-rally-gb-2004/3081/,2004,7,Null
2446,Mikko Hirvonen,Rally Japan,/entryinfo/59-rally-japan-2004/3396/,2004,7,Null
2473,Mikko Hirvonen,OMV ADAC Rallye Deutschland,/entryinfo/58-omv-adac-rallye-deutschland-2004/2754/,2004,8,Null
2497,Mikko Hirvonen,Neste Rally Finland,/entryinfo/57-neste-rally-finland-2004/2907/,2004,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
2506,Mikko Hirvonen,CTI Movil Rally Argentina,/entryinfo/56-cti-movil-rally-argentina-2004/3168/,2004,4,Null
2532,Mikko Hirvonen,Rally of Turkey,/entryinfo/55-rally-of-turkey-2004/3249/,2004,6,Null
2549,Mikko Hirvonen,Acropolis Rally of Greece,/entryinfo/54-acropolis-rally-of-greece-2004/3176/,2004,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Rollcage damaged                            </div>"
2565,Mikko Hirvonen,Cyprus Rally,/entryinfo/53-cyprus-rally-2004/3041/,2004,5,Null
2583,Mikko Hirvonen,Propecia Rally New Zealand,/entryinfo/52-propecia-rally-new-zealand-2004/2983/,2004,7,Null
2606,Mikko Hirvonen,Corona Rally Mexico,/entryinfo/51-corona-rally-mexico-2004/2615/,2004,5,Null
2621,Mikko Hirvonen,Uddeholm Swedish Rally,/entryinfo/50-uddeholm-swedish-rally-2004/2465/,2004,9,Null
2640,Mikko Hirvonen,Rallye Automobile Monte-Carlo,/entryinfo/49-rallye-automobile-monte-carlo-2004/2155/,2004,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
2647,Mikko Hirvonen,Wales Rally GB,/entryinfo/78-wales-rally-gb-2003/4050/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
2649,Mikko Hirvonen,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/77-rally-catalunya-costa-brava-rally-de-espana-2003/4003/,2003,1,Null
2671,Mikko Hirvonen,Tour de Corse - Rallye de France,/entryinfo/76-tour-de-corse-rallye-de-france-2003/3940/,2003,1,Null
2687,Mikko Hirvonen,Rallye Sanremo - Rallye d'Italia,/entryinfo/75-rallye-sanremo-rallye-ditalia-2003/3886/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Timing belt                            </div>"
2690,Mikko Hirvonen,Telstra Rally Australia,/entryinfo/74-telstra-rally-australia-2003/4277/,2003,9,Null
2714,Mikko Hirvonen,Neste Rally Finland,/entryinfo/73-neste-rally-finland-2003/4206/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
2725,Mikko Hirvonen,ADAC Rallye Deutschland,/entryinfo/72-adac-rallye-deutschland-2003/4127/,2003,1,Null
2747,Mikko Hirvonen,Cyprus Rally,/entryinfo/71-cyprus-rally-2003/3830/,2003,6,Null
2765,Mikko Hirvonen,Golden Acropolis Rally,/entryinfo/70-golden-acropolis-rally-2003/4417/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Suspension                            </div>"
2770,Mikko Hirvonen,YPF Rally Argentina,/entryinfo/69-ypf-rally-argentina-2003/4339/,2003,1,Null
2794,Mikko Hirvonen,Propecia Rally New Zealand,/entryinfo/68-propecia-rally-new-zealand-2003/4499/,2003,1,Null
2816,Mikko Hirvonen,Rally of Turkey,/entryinfo/67-rally-of-turkey-2003/3760/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Suspension                            </div>"
2819,Mikko Hirvonen,Uddeholm Swedish Rally,/entryinfo/66-uddeholm-swedish-rally-2003/3565/,2003,1,Null
2835,Mikko Hirvonen,Rallye Automobile Monte-Carlo,/entryinfo/65-rallye-automobile-monte-carlo-2003/3456/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
2842,Mikko Hirvonen,Network Q Rally of Great Britain,/entryinfo/93-network-q-rally-of-great-britain-2002/4794/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>"
2846,Mikko Hirvonen,Rallye Sanremo - Rallye d'Italia,/entryinfo/89-rallye-sanremo-rallye-ditalia-2002/5647/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Over time limit                            </div>"
2861,Mikko Hirvonen,Neste Rally Finland,/entryinfo/87-neste-rally-finland-2002/5492/,2002,2,Null
0,Ott Tänak,Rally Sweden,/entryinfo/79247-rally-sweden-2023/3608287/,2023,1,Null
18,Ott Tänak,Rallye Automobile Monte-Carlo,/entryinfo/77787-rallye-automobile-monte-carlo-2023/3581371/,2023,5,Null
36,Ott Tänak,FORUM8 Rally Japan,/entryinfo/73369-forum8-rally-japan-2022/3507858/,2022,2,Null
52,Ott Tänak,RallyRACC Catalunya - Costa Daurada,/entryinfo/73368-rallyracc-catalunya-costa-daurada-2022/3483875/,2022,4,Null
71,Ott Tänak,Repco Rally New Zealand,/entryinfo/73367-repco-rally-new-zealand-2022/3475628/,2022,3,Null
88,Ott Tänak,EKO Acropolis Rally Greece,/entryinfo/73366-eko-acropolis-rally-greece-2022/3424302/,2022,2,Null
104,Ott Tänak,Ardeca Ypres Rally Belgium,/entryinfo/73805-ardeca-ypres-rally-belgium-2022/3428475/,2022,1,Null
124,Ott Tänak,Secto Rally Finland,/entryinfo/73364-secto-rally-finland-2022/3412835/,2022,1,Null
145,Ott Tänak,Rally Estonia,/entryinfo/73363-rally-estonia-2022/3399646/,2022,3,Null
169,Ott Tänak,Safari Rally Kenya,/entryinfo/73362-safari-rally-kenya-2022/3373950/,2022,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Power steering                            </div>"
186,Ott Tänak,Rally Italia Sardegna,/entryinfo/73361-rally-italia-sardegna-2022/3351760/,2022,1,Null
205,Ott Tänak,Vodafone Rally de Portugal,/entryinfo/73360-vodafone-rally-de-portugal-2022/3344646/,2022,6,Null
226,Ott Tänak,Croatia Rally,/entryinfo/73359-croatia-rally-2022/3284637/,2022,2,Null
245,Ott Tänak,Rally Sweden,/entryinfo/72282-rally-sweden-2022/3257129/,2022,2,Null
262,Ott Tänak,Rallye Automobile Monte-Carlo,/entryinfo/72281-rallye-automobile-monte-carlo-2022/3152134/,2022,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident damage                            </div>"
273,Ott Tänak,RallyRACC Catalunya - Costa Daurada,/entryinfo/68118-rallyracc-catalunya-costa-daurada-2021/3126186/,2021,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
276,Ott Tänak,Secto Rally Finland,/entryinfo/68115-secto-rally-finland-2021/3118319/,2021,2,Null
295,Ott Tänak,EKO Acropolis Rally of Gods,/entryinfo/71264-eko-acropolis-rally-of-gods-2021/3096433/,2021,2,Null
310,Ott Tänak,Renties Ypres Rally Belgium,/entryinfo/69179-renties-ypres-rally-belgium-2021/3077697/,2021,6,Null
329,Ott Tänak,Rally Estonia,/entryinfo/68114-rally-estonia-2021/3057985/,2021,3,Null
353,Ott Tänak,Safari Rally Kenya,/entryinfo/68113-safari-rally-kenya-2021/3033531/,2021,3,Null
371,Ott Tänak,Rally Italia Sardegna,/entryinfo/68112-rally-italia-sardegna-2021/3016211/,2021,2,Null
391,Ott Tänak,Vodafone Rally de Portugal,/entryinfo/68111-vodafone-rally-de-portugal-2021/3005268/,2021,2,Null
411,Ott Tänak,Croatia Rally,/entryinfo/67214-croatia-rally-2021/2945126/,2021,4,Null
431,Ott Tänak,Arctic Rally Finland Powered by CapitalBox,/entryinfo/69715-arctic-rally-finland-powered-by-capitalbox-2021/2918701/,2021,1,Null
441,Ott Tänak,Rallye Automobile Monte-Carlo,/entryinfo/41079-rallye-automobile-monte-carlo-2021/2872593/,2021,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Punctures                            </div>"
450,Ott Tänak,ACI Rally Monza,/entryinfo/66881-aci-rally-monza-2020/2841166/,2020,2,Null
464,Ott Tänak,Rally Italia Sardegna,/entryinfo/60433-rally-italia-sardegna-2020/2789334/,2020,6,Null
480,Ott Tänak,Rally Turkey Marmaris,/entryinfo/60436-rally-turkey-marmaris-2020/2777493/,2020,1,Null
492,Ott Tänak,Rally Estonia,/entryinfo/61497-rally-estonia-2020/2751920/,2020,1,Null
509,Ott Tänak,Rally Guanajuato México,/entryinfo/60429-rally-guanajuato-mexico-2020/2519743/,2020,2,Null
529,Ott Tänak,Rally Sweden,/entryinfo/60140-rally-sweden-2020/2494761/,2020,2,Null
538,Ott Tänak,Rallye Automobile Monte-Carlo,/entryinfo/59972-rallye-automobile-monte-carlo-2020/2465680/,2020,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
541,Ott Tänak,RallyRACC Catalunya - Costa Daurada,/entryinfo/54472-rallyracc-catalunya-costa-daurada-2019/2391555/,2019,2,Null
558,Ott Tänak,Wales Rally GB,/entryinfo/54471-wales-rally-gb-2019/2387737/,2019,1,Null
579,Ott Tänak,Rally Turkey Marmaris,/entryinfo/54470-rally-turkey-marmaris-2019/2365116/,2019,1,Null
596,Ott Tänak,ADAC Rallye Deutschland,/entryinfo/54469-adac-rallye-deutschland-2019/2356369/,2019,1,Null
615,Ott Tänak,Neste Rally Finland,/entryinfo/54468-neste-rally-finland-2019/2303180/,2019,1,Null
638,Ott Tänak,Rally Italia Sardegna,/entryinfo/54467-rally-italia-sardegna-2019/2284037/,2019,5,Null
657,Ott Tänak,Vodafone Rally de Portugal,/entryinfo/54466-vodafone-rally-de-portugal-2019/2239685/,2019,1,Null
675,Ott Tänak,Copec Rally Chile,/entryinfo/54463-copec-rally-chile-2019/2208909/,2019,1,Null
691,Ott Tänak,XION Rally Argentina,/entryinfo/54465-xion-rally-argentina-2019/2197567/,2019,8,Null
708,Ott Tänak,CORSICA Linea Tour de Corse,/entryinfo/54464-corsica-linea-tour-de-corse-2019/2121705/,2019,6,Null
722,Ott Tänak,Rally Guanajuato Mexico,/entryinfo/54450-rally-guanajuato-mexico-2019/2120202/,2019,2,Null
743,Ott Tänak,Rally Sweden,/entryinfo/53052-rally-sweden-2019/2094146/,2019,1,Null
762,Ott Tänak,Rallye Automobile Monte-Carlo,/entryinfo/52398-rallye-automobile-monte-carlo-2019/2019876/,2019,3,Null
777,Ott Tänak,Kennards Hire Rally Australia,/entryinfo/44266-kennards-hire-rally-australia-2018/1996676/,2018,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
799,Ott Tänak,RallyRACC Catalunya - Costa Daurada,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975189/,2018,6,Null
816,Ott Tänak,Dayinsure Wales Rally GB,/entryinfo/43469-dayinsure-wales-rally-gb-2018/1970356/,2018,1,Null
839,Ott Tänak,Rally Turkey Marmaris,/entryinfo/44264-rally-turkey-marmaris-2018/1947833/,2018,1,Null
856,Ott Tänak,ADAC Rallye Deutschland,/entryinfo/44263-adac-rallye-deutschland-2018/1926560/,2018,1,Null
874,Ott Tänak,Neste Rally Finland,/entryinfo/44262-neste-rally-finland-2018/1850713/,2018,1,Null
897,Ott Tänak,Rally Italia Sardegna,/entryinfo/44261-rally-italia-sardegna-2018/1825050/,2018,9,Null
917,Ott Tänak,Vodafone Rally de Portugal,/entryinfo/44260-vodafone-rally-de-portugal-2018/1776624/,2018,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>"
918,Ott Tänak,YPF Rally Argentina,/entryinfo/44259-ypf-rally-argentina-2018/1754935/,2018,1,Null
936,Ott Tänak,CORSICA Linea Tour de Corse,/entryinfo/44258-corsica-linea-tour-de-corse-2018/1736155/,2018,2,Null
948,Ott Tänak,Rally Guanajuato Mexico,/entryinfo/44257-rally-guanajuato-mexico-2018/1712025/,2018,1,Null
970,Ott Tänak,Rally Sweden,/entryinfo/42875-rally-sweden-2018/1700187/,2018,9,Null
989,Ott Tänak,Rallye Automobile Monte-Carlo,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642087/,2018,2,Null
1006,Ott Tänak,Kennards Hire Rally Australia,/entryinfo/36023-kennards-hire-rally-australia-2017/1613919/,2017,2,Null
1025,Ott Tänak,Dayinsure Wales Rally GB,/entryinfo/36022-dayinsure-wales-rally-gb-2017/1605872/,2017,6,Null
1046,Ott Tänak,RallyRACC Catalunya - Costa Daurada,/entryinfo/36021-rallyracc-catalunya-costa-daurada-2017/1559517/,2017,3,Null
1065,Ott Tänak,ADAC Rallye Deutschland,/entryinfo/36020-adac-rallye-deutschland-2017/1508213/,2017,1,Null
1086,Ott Tänak,Neste Rally Finland,/entryinfo/36019-neste-rally-finland-2017/1505763/,2017,7,Null
1111,Ott Tänak,ORLEN Rally Poland,/entryinfo/36431-orlen-rally-poland-2017/1489933/,2017,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident damage                            </div>"
1131,Ott Tänak,Rally Italia Sardegna,/entryinfo/36018-rally-italia-sardegna-2017/1467514/,2017,1,Null
1150,Ott Tänak,Vodafone Rally de Portugal,/entryinfo/36017-vodafone-rally-de-portugal-2017/1439519/,2017,4,Null
1169,Ott Tänak,YPF Rally Argentina,/entryinfo/36016-ypf-rally-argentina-2017/1434099/,2017,3,Null
1187,Ott Tänak,Che Guevara Energy Drink Tour de Corse,/entryinfo/36015-che-guevara-energy-drink-tour-de-corse-2017/1414337/,2017,1,Null
1197,Ott Tänak,Rally Guanajuato Mexico,/entryinfo/36014-rally-guanajuato-mexico-2017/1384305/,2017,4,Null
1215,Ott Tänak,Rally Sweden,/entryinfo/35751-rally-sweden-2017/1367597/,2017,2,Null
1232,Ott Tänak,Rallye Automobile Monte-Carlo,/entryinfo/35143-rallye-automobile-monte-carlo-2017/1333391/,2017,3,Null
1247,Ott Tänak,Kennards Hire Rally Australia,/entryinfo/27494-kennards-hire-rally-australia-2016/1297434/,2016,7,Null
1270,Ott Tänak,Dayinsure Wales Rally GB,/entryinfo/27499-dayinsure-wales-rally-gb-2016/1281102/,2016,2,Null
